10000,Breillat 
11000,Persian Cat  
11001,Tabby Cat 
11002,Lala 
11003,Shiba inu 
11008,Little Persian 
11009,Mew 
11010,Lala Dog 
11011,Wild Pup 
11012,Laifu 
11013,Cat 
12000,Commercial Fleet 
12001,Zhenghe 
12002,Chinese Guard 
12004,Melhilis 
12005,Magellan 
12006,Cook 
12007,Colombo 
12008,Marco Polo 
12009,Sailor 
12010,Bosun 
12011,Ashoka 
12012,Indian Soldier 
12015,Elfin 
12016,Samurai 
12017,Minzhi 
12018,Gongben 
12019,Huang Feihong 
12020,Club Foot  
12021,Dharma 
12022,Sakyamuni 
12023,DwarfLord 
12024,Dwarf 
12025,Pistachio 
12026,Sleeping Insect 
12027,Bashful  
12028,Snot Demon 
12029,Woodenhead 
12030,Ice Queen 
12031,Prince Charming 
12032,Robinson 
12033,Nielide 
12035,Match Girl 
12036,Hood Girl 
12037,Shepherd Boy  
12038,Beard the Pirate  
12039,William 
12040,Pirate 
12042,Meng the Beauty 
12043,Fleet 
12044,Magellan's fleet  
12045,Zhenghe's fleet 
12048,Pirate Ship 
12049,Hijacker 
12051,Guard 
12052,Santa Claus  
12053,Gray Haired Inan 
12055,Tough guy 
12056,Ferdinand 
12057,Fairy Statue 
12058,Le Yana 
12059,Frederico 
12060,Mystic Man 
12067,The Frog Prince  
12069,Match Maker 
12070,White Woman 
12071,Green Woman 
12072,Dragon Old Man 
12073,Cool Ronin 
12074,Ghost Ship 
12075,Kidd 
12076,Pharaoh 
12077,Cleopatra 
12078,Dracula 
12079,Wright 
12080,Steamship 
12081,Master Sanbo 
12082,Chen Zuyi 
12083,Tower 
12084,The Status of Knight 
12085,Stone of Protection 
12089,Apollo 
12090,Pirate Leader 
12099,Valkyrie 
12101,Hell Power Stone 
12103,Erina 
12104,  
12105,Supermarket Clerk 
12106,Parking Clerk 
12108,???NPC 
12109,???NPC 
12110,????? 
12111,????? 
12112,???NPC 
12113,TutanKhamen 
12114,Xu Fu 
12131,Yong Wolf Man 
12132,Louis 
12133,Female Pirate 
12134,Athena 
12135,Venus 
12136,Trace Sealord 
12137,Himiko 
12139,Titan Trace Sealord 
12140,Sano 
12141,Wuwan 
12142,Houyi  
12143,The Yangs' Saga 
12144,Abba 
12145,Nun 
12146,Priest 
12150,Gilbert  
12151,Kirk 
12152,Death Guardian 
12165,King Howert 
12166,Colombo's Fleet 
12167,Slave Ship 
12168,Karl 
13000,Weapon Shopkeeper 
13001,Props Shopkeeper 
13002,Bar Owner 
13003,Hotel Owner 
13004,Props Shop Clerk 
13005,Taverner 
13009,Armor Shopkeeper 
13010,Magic Suit Seller 
13012,Stock Keeper 
13013,Props Keeper 
13016,European Merchant 
13017,Maintenance Man 
13018,Frany 
13019,Businessman 
14001,Crew on Deck 
14002,Crew 
14003,Captain 
14004,Tahoua 
14005,Jack 
14006,Dick 
14007,Young Villager 
14008,Linken 
14009,Mel 
14010,Zero 
14011, Sunny 
14012,Ashley 
14013,Mary Lou 
