10000,Residence 
10001,Deck 
10002,Cabin 
10003,Newbie Island 
10004,Prison 
10005,Test 
10009,Maze 
10041,Challenge Round 1 
10042,Challenge Round 2 
10043,Challenge Round 3 
10044,Challenge Round 4 
10045,Challenge Round 5 
10046,Challenge Round 6 
10047,Challenge Round 7 
10048,Challenge Round 8 
10049,Challenge Round 11 
10050,Challenge Round 9 
10051,Challenge Round 10 
10052,Challenge Round 12 
10053,TGS 
10054,Challenge Round 13 
10055,Challenge Round 14 
10056,Challenge Round 15 
10057,Round 1 
10065,Trojan Round 1 
10066,Trojan Round 2 
10067,Trojan Lobby 
10068,Trojan Round 3 
10069,Polo Island 
10070,Hezrou Island 
10071,Civillian's House 
10072,Survival Isle 
10073,Treasure Room1 
10074,Treasure Room2 
10075,Treasure Room3 
10076,Treasure Room4 
10077,Treasure Room5 
10078,Treasure Room6 
10079,Quiz Zone 
10080,Store 
10081,Cherry Grassplot 
10082,Seabed 
10083,Summer Beach 
10084,Happy House 
10085,Wedding Hall 
10087,????(?) 
10096,PvP Hall 1 
10097,PvP Field 
10098,PvP Server 
10101,PvP Hall 2 
10102,PvP Hall 3 
10103,PvP Hall 4 
11002,Ghost Ship Deck 
11003,Holy Village 
11006,Weaponry 
11007,Grocery 
11008,Fisherman's Home 
11009,"1F, Village Leader's "
11010,"2F, Village Leader's "
11011,Civilian's House 
11013,"1F, Inn "
11014,"2F, Inn "
11015,Cathedral 
11016,Beach  
11018,Cellar 
11020,Jail 
11021,KaMa Peak 
11022,Jungle 
11023,Underground Cave 
11026,"1F, KaMa Cave  "
11027,"2F, KaMa Cave "
11028,"3F, KaMa Cave "
11029,KaMa Mountain path 
11032,Water Maze 
11034,Subway 
11036,Subterranean Maze 
11038,Spirit Building 
11041,Cave 
11042,"1F, Maka Cave "
11043,"2F, Maka Cave "
11045,Maka Peak 
11046,"3F, Maka Cave "
11048,Bear's Den 
11049,Deck of Western Ship 
11051,Walkway in Cabin 
11055,East Ship Deck 
11061,Bodega Hidden Path 
11062,Farmhouse 
11063,Twilight Overlook 
11065,Overlook  
11067,Hanging Bridge View 
11068,Broken Bridge View 
11069,Hawaiian Cave 
11071,Hollow Tree 
11072,"1F, Activity Centre "
11073,"2F, Activity Centre "
11074,Highland 
11075,Hilltop 
11077,Mystic Subway 
11078,Fiery Pathway 
11079,Doctor's Lab 
11081,"1F, Beetle Den "
11082,"2F, Beetle Den "
11083,Chicken Farm 
11084,Pine Forest 
11089,Hilltop Hot Spring 
11090,Cave  
11091,Aqueduct 
11092,Valley Path 
11093,The Sibyl's 
11094,Carnie 
11095,Underground Maze 
11096,Underground Pathway 
11103,Backroom 
11105,Dragon Palace 
11106,inside Dragon Palace 
11109,Cave Secret Path 
11114,Cabin Walkway 
11122,Ghost Ship Cabin 
11127,Madagascar 
11128,Abyss Cave 
11129,Castle Subway 
11131,Fleet Cabin 
11133,Demon Icehouse 
11135,Centaur Island 
11136,Centaur Residence 
11141,Ghost Ship Pathway 
11142,Ghost Ship Jail 
11143,Ghost Ship Backroom 
11145,Lion Isle 
11146,Cellarage 
11147,Pirates Den 
11148,Ghostdom 
11150,Barnya Sky City 
11151,Refining Room 
11157,Adytum Path 
11163,The Moon 
11164,The Mars 
11166,Volcano Maze 
11168,Sea Channel 
11176,Wrecked Ship Deck 
11180,Cursed Arena 
11181,Hotspring Cave 
11182,Luna's Path 
11183,Luna's Palace 
11186,Secret Path 
11188,Evil Boundary 
11189,Inside of Pine 
11190,Robber's Base 
11191,Robber's Treasure  
11192,Heavy Deck 
11193,Cabin of Sunken Ship 
11194,Wish Forest 
11195,House 
11196,Bypath 
11197,Cliff 
11198,West of Maka 
11200,Benthal Tunnel 
11201,Laboratory 
12000,Kelan Village 
12005,"1F, Cave "
12006,"2F, Cave "
12007,"3F, Cave "
12008,Woods 
12050,Welling Village 
12051,Inn 
12054,Stuff Shop 
12055,The VillageLeader's  
12061,Brewer's Home 
12062,"1F, the Capitol "
12063,"3F, the Capitol "
12064,"2F, the Capitol "
12065,"4F, the Capitol "
12100,Fishing Village 
12101,Spring House 
12104,Chinese Forests 
12105,Ancient Yazhou City 
12109,Jinjan Hummock 
12110,Chang'an 
12111,Armory 
12112,Longai Hotel 
12113,"2F, Hotel "
12114,Tavern 
12115,Drugstore 
12120,Great Wall 
12122,Hill Pathway 
12124,Great Wall Routeway 
12126,Great Wall Passage 
12128,Great Wall Tunnel 
12130,Underground Tumulus 
12133,Demon Den 
12139,Hotspring House 
12140,Wind Pathway 
12141,Mystic Pathway 
12144,Chinshi Huang's Tomb 
12145,Xufu's Cave 
12146,Vale Jungle 
12147,Vale Lake 
12148,Tomb Pathway 
12150,Mayan Tribe 
12151,Sacerdotal's Home 
12155,North Temple 
12163,Altar Secret Path 
12167,Mayan Grotto 
12168,Control Center 
12169,Forestry 
12172,Illusion Room 
12173,"1F, Mayan Pyramid "
12174,"2F, Mayan Pyramid "
12175,Underground Path 
12177,Forbidden Chamber 
12178,Boar's Den 
12200,Long-eared Tribe 
12208,Isle Control Center 
12209,Passage to Colossus 
12211,Volcanic Maze 
12212,Purgatory 
12250,Kyoto 
12251,"1F, Lord Pass "
12252,"2F, Lord Pass "
12253,"3F, Lord Pass "
12256,Pursue House 
12257,Soldier Room 
12258,Geisha House 
12260,Casino 
12262,Cloth Store 
12263,Bathhouse 
12264,Civilian's House 1 
12265,Civilian's House 2 
12266,Civilian's House 3 
12267,Cavern 
12274,"1F, Golden Temple "
12275,"2F, Golden Temple "
12276,"3F, Golden Temple "
12278,Hill Road 
12281,Shayii Hill 
12282,"1F, Shayii Hill "
12283,"2F, Shayii Hill "
12284,Shayii Peak 
12286,Ghost Isle Cave 
12289,NO 
12290,"4F, Golden Temple "
12291,"5F, Golden Temple "
12293,Forest 
12296,Peak 
12297,Eastern Forest 
12300,Calcutta 
12306,Snake Cave 
12314,Pasture 
12350,Penguin Village 
12359,Ice House 
12360,Ice Maze 
12355,South Pole 
12356,Iceberg 
12362,"2F, Ice House "
12363,"3F, Ice House "
12364,"4F, Ice House "
12365,Ice Cave  
12367,"1F, Snow Cave "
12368,"2F, Snow Cave "
12369,"3F, Snow Cave "
12370,"4F, Snow Cave "
12371,"5F, Snow Cave "
12372,"6F, Snow Cave "
12373,"7F, Snow Cave "
12374,Underground Ice Cave 
12375,"1F, Forbidden Region "
12376,"2F, Forbidden Region "
12377,Snow House Backroom 
12404,Aus. Hilltop Passage 
12405,Aus. Hilltop  
12406,Dragon Arena 
12407,Dead Vale 
12450,Inchon 
12456,Korean Maze 
12462,Korean Hotspring 
12463,Waterfall Grotto 
12465,Fairy Altar 
12466,Inchon Suburb 
12469,Frost Peak 
12500,Cairo 
12504,Pyramid Secret Path 
12511,Grassland 
12513,Treasure Warehouse 
12514,Bat Cave 
12515,Cactus llano 
12516,Egyptian Great Llano 
12517,Mystic Cave 
12523,Way of Truth 
12524,Mystic passage 
12525,Illusion Cellar 
12531,Boundary 
12532,Egyptian Palace 
12533,Lost Desert 
12534,Tut's Maze 
12535,Pathway of Burial 
12536,Tut's Burial 
12537,Dreamland 
12542,Pyramid Secret Room 
12543,40 Thieves' Treasure 
12545,Cave behind Cairo 
12549,Village House 
12551,Hawaii Residence 
